prolific_id,counterbalancing,rt,stimulus,response,trial_stage,trial_index,time_elapsed,cb_condition,correct_response,session,correct,stim_val,dist_from_prev,dist_abs_from_prev
sub_04,dense_left,2211.10000000149,img/object-9_120-levels_1D/object9F0Level49F1Level40.png,q,exemplar_display,24,34540,dense_left,p,1,False,49,10.0,10.0
sub_04,dense_left,834.5,img/object-9_120-levels_1D/object9F0Level55F1Level40.png,q,exemplar_display,26,37042,dense_left,p,1,False,55,6.0,6.0
sub_04,dense_left,556.0,img/object-9_120-levels_1D/object9F0Level61F1Level40.png,q,exemplar_display,28,39545,dense_left,p,1,False,61,6.0,6.0
sub_04,dense_left,1213.2999999970198,img/object-9_120-levels_1D/object9F0Level35F1Level40.png,p,exemplar_display,30,42048,dense_left,p,1,True,35,-26.0,26.0
sub_04,dense_left,862.0999999977648,img/object-9_120-levels_1D/object9F0Level35F1Level40.png,q,exemplar_display,32,44551,dense_left,q,1,True,35,0.0,0.0
sub_04,dense_left,703.1999999992549,img/object-9_120-levels_1D/object9F0Level63F1Level40.png,q,exemplar_display,34,47054,dense_left,p,1,False,63,28.0,28.0
sub_04,dense_left,840.0999999977648,img/object-9_120-levels_1D/object9F0Level31F1Level40.png,p,exemplar_display,36,49557,dense_left,p,1,True,31,-32.0,32.0
sub_04,dense_left,1348.8999999985099,img/object-9_120-levels_1D/object9F0Level47F1Level40.png,q,exemplar_display,38,52064,dense_left,p,1,False,47,16.0,16.0
sub_04,dense_left,1429.8999999985099,img/object-9_120-levels_1D/object9F0Level45F1Level40.png,q,exemplar_display,40,54568,dense_left,p,1,False,45,-2.0,2.0
sub_04,dense_left,957.1999999992549,img/object-9_120-levels_1D/object9F0Level37F1Level40.png,q,exemplar_display,42,57072,dense_left,p,1,False,37,-8.0,8.0
sub_04,dense_left,982.3000000007451,img/object-9_120-levels_1D/object9F0Level35F1Level40.png,q,exemplar_display,44,59575,dense_left,p,1,False,35,-2.0,2.0
sub_04,dense_left,879.0999999977648,img/object-9_120-levels_1D/object9F0Level69F1Level40.png,p,exemplar_display,46,62079,dense_left,p,1,True,69,34.0,34.0
sub_04,dense_left,503.0999999977648,img/object-9_120-levels_1D/object9F0Level69F1Level40.png,p,exemplar_display,48,64583,dense_left,q,1,False,69,0.0,0.0
sub_04,dense_left,1479.5,img/object-9_120-levels_1D/object9F0Level53F1Level40.png,p,exemplar_display,50,67087,dense_left,p,1,True,53,-16.0,16.0
sub_04,dense_left,884.0,img/object-9_120-levels_1D/object9F0Level65F1Level40.png,p,exemplar_display,52,69593,dense_left,p,1,True,65,12.0,12.0
sub_04,dense_left,453.5,img/object-9_120-levels_1D/object9F0Level39F1Level40.png,p,exemplar_display,54,72096,dense_left,p,1,True,39,-26.0,26.0
sub_04,dense_left,433.3999999985099,img/object-9_120-levels_1D/object9F0Level47F1Level40.png,q,exemplar_display,56,74604,dense_left,p,1,False,47,8.0,8.0
sub_04,dense_left,361.8999999985099,img/object-9_120-levels_1D/object9F0Level41F1Level40.png,p,exemplar_display,58,77107,dense_left,p,1,True,41,-6.0,6.0
sub_04,dense_left,1059.300000000745,img/object-9_120-levels_1D/object9F0Level65F1Level40.png,q,exemplar_display,60,79610,dense_left,p,1,False,65,24.0,24.0
sub_04,dense_left,668.6000000014901,img/object-9_120-levels_1D/object9F0Level65F1Level40.png,q,exemplar_display,62,82113,dense_left,q,1,True,65,0.0,0.0
sub_04,dense_left,1101.5,img/object-9_120-levels_1D/object9F0Level45F1Level40.png,p,exemplar_display,64,84617,dense_left,p,1,True,45,-20.0,20.0
sub_04,dense_left,624.3000000007451,img/object-9_120-levels_1D/object9F0Level45F1Level40.png,p,exemplar_display,66,87125,dense_left,q,1,False,45,0.0,0.0
sub_04,dense_left,473.0999999977648,img/object-9_120-levels_1D/object9F0Level37F1Level40.png,p,exemplar_display,68,89629,dense_left,p,1,True,37,-8.0,8.0
sub_04,dense_left,273.69999999925494,img/object-9_120-levels_1D/object9F0Level51F1Level40.png,q,exemplar_display,70,92132,dense_left,p,1,False,51,14.0,14.0
sub_04,dense_left,11.0,img/object-9_120-levels_1D/object9F0Level53F1Level40.png,p,exemplar_display,72,94635,dense_left,p,1,True,53,2.0,2.0
sub_04,dense_left,75.5,img/object-9_120-levels_1D/object9F0Level53F1Level40.png,p,exemplar_display,74,97139,dense_left,q,1,False,53,0.0,0.0
sub_04,dense_left,676.5,img/object-9_120-levels_1D/object9F0Level45F1Level40.png,p,exemplar_display,76,99642,dense_left,p,1,True,45,-8.0,8.0
sub_04,dense_left,484.69999999925494,img/object-9_120-levels_1D/object9F0Level45F1Level40.png,q,exemplar_display,78,102145,dense_left,q,1,True,45,0.0,0.0
sub_04,dense_left,743.3000000007451,img/object-9_120-levels_1D/object9F0Level61F1Level40.png,p,exemplar_display,80,104663,dense_left,p,1,True,61,16.0,16.0
sub_04,dense_left,1121.0,img/object-9_120-levels_1D/object9F0Level47F1Level40.png,p,exemplar_display,82,107172,dense_left,p,1,True,47,-14.0,14.0
sub_04,dense_left,642.4000000022352,img/object-9_120-levels_1D/object9F0Level65F1Level40.png,p,exemplar_display,84,109675,dense_left,p,1,True,65,18.0,18.0
sub_04,dense_left,,img/object-9_120-levels_1D/object9F0Level61F1Level40.png,,exemplar_display,2,5037,dense_left,p,2,,61,-4.0,4.0
sub_04,dense_left,,img/object-9_120-levels_1D/object9F0Level61F1Level40.png,,exemplar_display,4,8557,dense_left,q,2,False,61,0.0,0.0
sub_04,dense_left,1987.300000000745,img/object-9_120-levels_1D/object9F0Level43F1Level40.png,p,exemplar_display,6,11096,dense_left,p,2,True,43,-18.0,18.0
sub_04,dense_left,1647.5,img/object-9_120-levels_1D/object9F0Level69F1Level40.png,p,exemplar_display,8,13627,dense_left,p,2,True,69,26.0,26.0
sub_04,dense_left,805.7999999970198,img/object-9_120-levels_1D/object9F0Level29F1Level40.png,p,exemplar_display,10,16167,dense_left,p,2,True,29,-40.0,40.0
sub_04,dense_left,1249.5,img/object-9_120-levels_1D/object9F0Level55F1Level40.png,p,exemplar_display,12,18697,dense_left,p,2,True,55,26.0,26.0
sub_04,dense_left,1832.8999999985099,img/object-9_120-levels_1D/object9F0Level49F1Level40.png,q,exemplar_display,14,21226,dense_left,p,2,False,49,-6.0,6.0
sub_04,dense_left,751.5,img/object-9_120-levels_1D/object9F0Level45F1Level40.png,q,exemplar_display,16,23752,dense_left,p,2,False,45,-4.0,4.0
sub_04,dense_left,1179.0,img/object-9_120-levels_1D/object9F0Level65F1Level40.png,p,exemplar_display,18,26297,dense_left,p,2,True,65,20.0,20.0
sub_04,dense_left,1679.699999999255,img/object-9_120-levels_1D/object9F0Level57F1Level40.png,p,exemplar_display,20,28826,dense_left,p,2,True,57,-8.0,8.0
sub_04,dense_left,1263.5,img/object-9_120-levels_1D/object9F0Level57F1Level40.png,q,exemplar_display,22,31338,dense_left,q,2,True,57,0.0,0.0
sub_04,dense_left,1224.1000000014901,img/object-9_120-levels_1D/object9F0Level59F1Level40.png,q,exemplar_display,24,33841,dense_left,p,2,False,59,2.0,2.0
sub_04,dense_left,1184.699999999255,img/object-9_120-levels_1D/object9F0Level29F1Level40.png,p,exemplar_display,26,36345,dense_left,p,2,True,29,-30.0,30.0
sub_04,dense_left,1490.199999999255,img/object-9_120-levels_1D/object9F0Level33F1Level40.png,q,exemplar_display,28,38848,dense_left,p,2,False,33,4.0,4.0
sub_04,dense_left,1539.0999999977648,img/object-9_120-levels_1D/object9F0Level61F1Level40.png,q,exemplar_display,30,41351,dense_left,p,2,False,61,28.0,28.0
sub_04,dense_left,1099.5,img/object-9_120-levels_1D/object9F0Level61F1Level40.png,q,exemplar_display,32,43855,dense_left,q,2,True,61,0.0,0.0
sub_04,dense_left,1287.0,img/object-9_120-levels_1D/object9F0Level61F1Level40.png,p,exemplar_display,34,46363,dense_left,q,2,False,61,0.0,0.0
sub_04,dense_left,2135.5,img/object-9_120-levels_1D/object9F0Level49F1Level40.png,q,exemplar_display,36,49001,dense_left,p,2,False,49,-12.0,12.0
sub_04,dense_left,1049.9000000022352,img/object-9_120-levels_1D/object9F0Level49F1Level40.png,q,exemplar_display,38,51504,dense_left,q,2,True,49,0.0,0.0
sub_04,dense_left,1522.5,img/object-9_120-levels_1D/object9F0Level29F1Level40.png,q,exemplar_display,40,54007,dense_left,p,2,False,29,-20.0,20.0
sub_04,dense_left,899.6999999992549,img/object-9_120-levels_1D/object9F0Level67F1Level40.png,p,exemplar_display,42,56511,dense_left,p,2,True,67,38.0,38.0
sub_04,dense_left,2084.5,img/object-9_120-levels_1D/object9F0Level67F1Level40.png,p,exemplar_display,44,59097,dense_left,q,2,False,67,0.0,0.0
sub_04,dense_left,1249.3999999985099,img/object-9_120-levels_1D/object9F0Level43F1Level40.png,p,exemplar_display,46,61611,dense_left,p,2,True,43,-24.0,24.0
sub_04,dense_left,1203.9000000022352,img/object-9_120-levels_1D/object9F0Level35F1Level40.png,q,exemplar_display,48,64118,dense_left,p,2,False,35,-8.0,8.0
sub_04,dense_left,1131.5,img/object-9_120-levels_1D/object9F0Level33F1Level40.png,q,exemplar_display,50,66623,dense_left,p,2,False,33,-2.0,2.0
sub_04,dense_left,1131.5,img/object-9_120-levels_1D/object9F0Level39F1Level40.png,q,exemplar_display,52,69126,dense_left,p,2,False,39,6.0,6.0
sub_04,dense_left,540.8999999985099,img/object-9_120-levels_1D/object9F0Level39F1Level40.png,q,exemplar_display,54,71629,dense_left,q,2,True,39,0.0,0.0
sub_04,dense_left,766.1000000014901,img/object-9_120-levels_1D/object9F0Level61F1Level40.png,q,exemplar_display,56,74131,dense_left,p,2,False,61,22.0,22.0
sub_04,dense_left,623.9000000022352,img/object-9_120-levels_1D/object9F0Level67F1Level40.png,p,exemplar_display,58,76634,dense_left,p,2,True,67,6.0,6.0
sub_04,dense_left,1833.1000000014901,img/object-9_120-levels_1D/object9F0Level67F1Level40.png,p,exemplar_display,60,79137,dense_left,q,2,False,67,0.0,0.0
sub_04,dense_left,1131.2000000029802,img/object-9_120-levels_1D/object9F0Level57F1Level40.png,p,exemplar_display,62,81655,dense_left,p,2,True,57,-10.0,10.0
sub_04,dense_left,983.6999999992549,img/object-9_120-levels_1D/object9F0Level31F1Level40.png,p,exemplar_display,64,84162,dense_left,p,2,True,31,-26.0,26.0
sub_04,dense_left,936.8999999985099,img/object-9_120-levels_1D/object9F0Level31F1Level40.png,p,exemplar_display,66,86665,dense_left,q,2,False,31,0.0,0.0
sub_04,dense_left,745.6000000014901,img/object-9_120-levels_1D/object9F0Level29F1Level40.png,p,exemplar_display,68,89168,dense_left,p,2,True,29,-2.0,2.0
sub_04,dense_left,814.8000000007451,img/object-9_120-levels_1D/object9F0Level29F1Level40.png,p,exemplar_display,70,91683,dense_left,q,2,False,29,0.0,0.0
sub_04,dense_left,703.8999999985099,img/object-9_120-levels_1D/object9F0Level37F1Level40.png,p,exemplar_display,72,94187,dense_left,p,2,True,37,8.0,8.0
sub_04,dense_left,1320.4000000022352,img/object-9_120-levels_1D/object9F0Level37F1Level40.png,q,exemplar_display,74,96690,dense_left,q,2,True,37,0.0,0.0
sub_04,dense_left,943.6999999992549,img/object-9_120-levels_1D/object9F0Level69F1Level40.png,p,exemplar_display,76,99194,dense_left,p,2,True,69,32.0,32.0
sub_04,dense_left,1520.199999999255,img/object-9_120-levels_1D/object9F0Level69F1Level40.png,p,exemplar_display,78,101698,dense_left,q,2,False,69,0.0,0.0
sub_04,dense_left,1249.5999999977648,img/object-9_120-levels_1D/object9F0Level43F1Level40.png,p,exemplar_display,80,104201,dense_left,p,2,True,43,-26.0,26.0
sub_04,dense_left,1090.199999999255,img/object-9_120-levels_1D/object9F0Level43F1Level40.png,q,exemplar_display,82,106703,dense_left,q,2,True,43,0.0,0.0
sub_04,dense_left,803.1999999992549,img/object-9_120-levels_1D/object9F0Level59F1Level40.png,p,exemplar_display,84,109219,dense_left,p,2,True,59,16.0,16.0
sub_04,dense_left,2427.699999999255,img/object-9_120-levels_1D/object9F0Level63F1Level40.png,p,exemplar_display,2,4466,dense_left,p,3,,63,4.0,4.0
sub_04,dense_left,2110.7999999970198,img/object-9_120-levels_1D/object9F0Level59F1Level40.png,p,exemplar_display,4,7089,dense_left,p,3,True,59,-4.0,4.0
sub_04,dense_left,1811.0,img/object-9_120-levels_1D/object9F0Level45F1Level40.png,p,exemplar_display,6,9617,dense_left,p,3,True,45,-14.0,14.0
sub_04,dense_left,1135.800000000745,img/object-9_120-levels_1D/object9F0Level39F1Level40.png,q,exemplar_display,8,12147,dense_left,p,3,False,39,-6.0,6.0
sub_04,dense_left,1500.5999999977648,img/object-9_120-levels_1D/object9F0Level69F1Level40.png,p,exemplar_display,10,14686,dense_left,p,3,True,69,30.0,30.0
sub_04,dense_left,2403.60000000149,img/object-9_120-levels_1D/object9F0Level39F1Level40.png,p,exemplar_display,12,17601,dense_left,p,3,True,39,-30.0,30.0
sub_04,dense_left,1621.7000000029802,img/object-9_120-levels_1D/object9F0Level39F1Level40.png,q,exemplar_display,14,20116,dense_left,q,3,True,39,0.0,0.0
sub_04,dense_left,773.9000000022352,img/object-9_120-levels_1D/object9F0Level41F1Level40.png,q,exemplar_display,16,22646,dense_left,p,3,False,41,2.0,2.0
sub_04,dense_left,745.8000000007451,img/object-9_120-levels_1D/object9F0Level41F1Level40.png,q,exemplar_display,18,25175,dense_left,q,3,True,41,0.0,0.0
sub_04,dense_left,798.6000000014901,img/object-9_120-levels_1D/object9F0Level33F1Level40.png,q,exemplar_display,20,27716,dense_left,p,3,False,33,-8.0,8.0
sub_04,dense_left,779.5999999977648,img/object-9_120-levels_1D/object9F0Level49F1Level40.png,q,exemplar_display,22,30238,dense_left,p,3,False,49,16.0,16.0
sub_04,dense_left,1279.699999999255,img/object-9_120-levels_1D/object9F0Level55F1Level40.png,q,exemplar_display,24,32746,dense_left,p,3,False,55,6.0,6.0
sub_04,dense_left,1448.800000000745,img/object-9_120-levels_1D/object9F0Level65F1Level40.png,p,exemplar_display,26,35257,dense_left,p,3,True,65,10.0,10.0
sub_04,dense_left,1321.3999999985099,img/object-9_120-levels_1D/object9F0Level65F1Level40.png,q,exemplar_display,28,37760,dense_left,q,3,True,65,0.0,0.0
sub_04,dense_left,1122.5999999977648,img/object-9_120-levels_1D/object9F0Level45F1Level40.png,p,exemplar_display,30,40263,dense_left,p,3,True,45,-20.0,20.0
sub_04,dense_left,1518.7999999970198,img/object-9_120-levels_1D/object9F0Level67F1Level40.png,p,exemplar_display,32,42771,dense_left,p,3,True,67,22.0,22.0
sub_04,dense_left,1135.699999999255,img/object-9_120-levels_1D/object9F0Level57F1Level40.png,p,exemplar_display,34,45274,dense_left,p,3,True,57,-10.0,10.0
sub_04,dense_left,1224.0,img/object-9_120-levels_1D/object9F0Level67F1Level40.png,p,exemplar_display,36,47777,dense_left,p,3,True,67,10.0,10.0
sub_04,dense_left,769.5,img/object-9_120-levels_1D/object9F0Level55F1Level40.png,p,exemplar_display,38,50283,dense_left,p,3,True,55,-12.0,12.0
sub_04,dense_left,887.5,img/object-9_120-levels_1D/object9F0Level31F1Level40.png,p,exemplar_display,40,52787,dense_left,p,3,True,31,-24.0,24.0
sub_04,dense_left,928.5999999977648,img/object-9_120-levels_1D/object9F0Level65F1Level40.png,p,exemplar_display,42,55290,dense_left,p,3,True,65,34.0,34.0
sub_04,dense_left,736.6999999992549,img/object-9_120-levels_1D/object9F0Level35F1Level40.png,p,exemplar_display,44,57793,dense_left,p,3,True,35,-30.0,30.0
sub_04,dense_left,841.6999999992549,img/object-9_120-levels_1D/object9F0Level41F1Level40.png,p,exemplar_display,46,60296,dense_left,p,3,True,41,6.0,6.0
sub_04,dense_left,667.0,img/object-9_120-levels_1D/object9F0Level37F1Level40.png,p,exemplar_display,48,62799,dense_left,p,3,True,37,-4.0,4.0
sub_04,dense_left,862.0999999977648,img/object-9_120-levels_1D/object9F0Level35F1Level40.png,p,exemplar_display,50,65316,dense_left,p,3,True,35,-2.0,2.0
sub_04,dense_left,1454.6000000014901,img/object-9_120-levels_1D/object9F0Level51F1Level40.png,p,exemplar_display,52,67820,dense_left,p,3,True,51,16.0,16.0
sub_04,dense_left,1894.2000000029802,img/object-9_120-levels_1D/object9F0Level63F1Level40.png,p,exemplar_display,54,70323,dense_left,p,3,True,63,12.0,12.0
sub_04,dense_left,2119.800000000745,img/object-9_120-levels_1D/object9F0Level37F1Level40.png,q,exemplar_display,56,72945,dense_left,p,3,False,37,-26.0,26.0
sub_04,dense_left,849.5,img/object-9_120-levels_1D/object9F0Level41F1Level40.png,q,exemplar_display,58,75448,dense_left,p,3,False,41,4.0,4.0
sub_04,dense_left,914.0999999977648,img/object-9_120-levels_1D/object9F0Level41F1Level40.png,q,exemplar_display,60,77951,dense_left,q,3,True,41,0.0,0.0
sub_04,dense_left,859.6999999992549,img/object-9_120-levels_1D/object9F0Level47F1Level40.png,q,exemplar_display,62,80454,dense_left,p,3,False,47,6.0,6.0
sub_04,dense_left,620.1999999992549,img/object-9_120-levels_1D/object9F0Level47F1Level40.png,q,exemplar_display,64,82957,dense_left,q,3,True,47,0.0,0.0
sub_04,dense_left,918.2000000029802,img/object-9_120-levels_1D/object9F0Level33F1Level40.png,q,exemplar_display,66,85459,dense_left,p,3,False,33,-14.0,14.0
sub_04,dense_left,766.6999999992549,img/object-9_120-levels_1D/object9F0Level33F1Level40.png,q,exemplar_display,68,87963,dense_left,q,3,True,33,0.0,0.0
sub_04,dense_left,1575.800000000745,img/object-9_120-levels_1D/object9F0Level47F1Level40.png,q,exemplar_display,70,90466,dense_left,p,3,False,47,14.0,14.0
sub_04,dense_left,832.5,img/object-9_120-levels_1D/object9F0Level55F1Level40.png,q,exemplar_display,72,92969,dense_left,p,3,False,55,8.0,8.0
sub_04,dense_left,857.6999999992549,img/object-9_120-levels_1D/object9F0Level65F1Level40.png,p,exemplar_display,74,95472,dense_left,p,3,True,65,10.0,10.0
sub_04,dense_left,,img/object-9_120-levels_1D/object9F0Level51F1Level40.png,,exemplar_display,76,98979,dense_left,p,3,False,51,-14.0,14.0
sub_04,dense_left,1151.699999999255,img/object-9_120-levels_1D/object9F0Level51F1Level40.png,q,exemplar_display,78,101483,dense_left,q,3,True,51,0.0,0.0
sub_04,dense_left,2063.699999999255,img/object-9_120-levels_1D/object9F0Level37F1Level40.png,q,exemplar_display,80,104049,dense_left,p,3,False,37,-14.0,14.0
sub_04,dense_left,1285.9000000022352,img/object-9_120-levels_1D/object9F0Level63F1Level40.png,p,exemplar_display,82,106556,dense_left,p,3,True,63,26.0,26.0
sub_04,dense_left,2158.800000000745,img/object-9_120-levels_1D/object9F0Level51F1Level40.png,q,exemplar_display,84,109217,dense_left,p,3,False,51,-12.0,12.0
sub_04,dense_left,,img/object-9_120-levels_1D/object9F0Level51F1Level40.png,,exemplar_display,2,6126,dense_left,q,4,,51,0.0,0.0
sub_04,dense_left,61.900000002235174,img/object-9_120-levels_1D/object9F0Level37F1Level40.png,q,exemplar_display,4,8646,dense_left,p,4,False,37,-14.0,14.0
sub_04,dense_left,,img/object-9_120-levels_1D/object9F0Level63F1Level40.png,,exemplar_display,6,12176,dense_left,p,4,False,63,26.0,26.0
sub_04,dense_left,1505.300000000745,img/object-9_120-levels_1D/object9F0Level49F1Level40.png,p,exemplar_display,8,14717,dense_left,p,4,True,49,-14.0,14.0
sub_04,dense_left,1381.2999999970198,img/object-9_120-levels_1D/object9F0Level29F1Level40.png,q,exemplar_display,10,17246,dense_left,p,4,False,29,-20.0,20.0
sub_04,dense_left,1531.6000000014901,img/object-9_120-levels_1D/object9F0Level55F1Level40.png,q,exemplar_display,12,19786,dense_left,p,4,False,55,26.0,26.0
sub_04,dense_left,831.3999999985099,img/object-9_120-levels_1D/object9F0Level55F1Level40.png,q,exemplar_display,14,22316,dense_left,q,4,True,55,0.0,0.0
sub_04,dense_left,630.1000000014901,img/object-9_120-levels_1D/object9F0Level37F1Level40.png,q,exemplar_display,16,24857,dense_left,p,4,False,37,-18.0,18.0
sub_04,dense_left,977.3999999985099,img/object-9_120-levels_1D/object9F0Level37F1Level40.png,q,exemplar_display,18,27396,dense_left,q,4,True,37,0.0,0.0
sub_04,dense_left,655.8000000007451,img/object-9_120-levels_1D/object9F0Level49F1Level40.png,q,exemplar_display,20,29912,dense_left,p,4,False,49,12.0,12.0
sub_04,dense_left,940.6999999992549,img/object-9_120-levels_1D/object9F0Level39F1Level40.png,q,exemplar_display,22,32415,dense_left,p,4,False,39,-10.0,10.0
sub_04,dense_left,717.5999999977648,img/object-9_120-levels_1D/object9F0Level53F1Level40.png,q,exemplar_display,24,34919,dense_left,p,4,False,53,14.0,14.0
sub_04,dense_left,1677.6000000014901,img/object-9_120-levels_1D/object9F0Level41F1Level40.png,q,exemplar_display,26,37423,dense_left,p,4,False,41,-12.0,12.0
sub_04,dense_left,1118.0,img/object-9_120-levels_1D/object9F0Level67F1Level40.png,p,exemplar_display,28,39926,dense_left,p,4,True,67,26.0,26.0
sub_04,dense_left,1614.699999999255,img/object-9_120-levels_1D/object9F0Level63F1Level40.png,q,exemplar_display,30,42430,dense_left,p,4,False,63,-4.0,4.0
sub_04,dense_left,1022.1999999992549,img/object-9_120-levels_1D/object9F0Level63F1Level40.png,q,exemplar_display,32,44934,dense_left,q,4,True,63,0.0,0.0
sub_04,dense_left,575.1000000014901,img/object-9_120-levels_1D/object9F0Level69F1Level40.png,q,exemplar_display,34,47437,dense_left,p,4,False,69,6.0,6.0
sub_04,dense_left,1279.6000000014901,img/object-9_120-levels_1D/object9F0Level31F1Level40.png,p,exemplar_display,36,49941,dense_left,p,4,True,31,-38.0,38.0
sub_04,dense_left,1712.3999999985099,img/object-9_120-levels_1D/object9F0Level61F1Level40.png,p,exemplar_display,38,52443,dense_left,p,4,True,61,30.0,30.0
sub_04,dense_left,857.0,img/object-9_120-levels_1D/object9F0Level53F1Level40.png,p,exemplar_display,40,54954,dense_left,p,4,True,53,-8.0,8.0
sub_04,dense_left,635.5999999977648,img/object-9_120-levels_1D/object9F0Level41F1Level40.png,p,exemplar_display,42,57457,dense_left,p,4,True,41,-12.0,12.0
sub_04,dense_left,1171.699999999255,img/object-9_120-levels_1D/object9F0Level33F1Level40.png,q,exemplar_display,44,59961,dense_left,p,4,False,33,-8.0,8.0
sub_04,dense_left,787.6999999992549,img/object-9_120-levels_1D/object9F0Level33F1Level40.png,q,exemplar_display,46,62465,dense_left,q,4,True,33,0.0,0.0
sub_04,dense_left,739.8000000007451,img/object-9_120-levels_1D/object9F0Level43F1Level40.png,q,exemplar_display,48,64968,dense_left,p,4,False,43,10.0,10.0
sub_04,dense_left,709.1999999992549,img/object-9_120-levels_1D/object9F0Level31F1Level40.png,q,exemplar_display,50,67471,dense_left,p,4,False,31,-12.0,12.0
sub_04,dense_left,1502.2999999970198,img/object-9_120-levels_1D/object9F0Level53F1Level40.png,q,exemplar_display,52,69974,dense_left,p,4,False,53,22.0,22.0
sub_04,dense_left,879.0,img/object-9_120-levels_1D/object9F0Level53F1Level40.png,q,exemplar_display,54,72477,dense_left,q,4,True,53,0.0,0.0
sub_04,dense_left,774.5,img/object-9_120-levels_1D/object9F0Level59F1Level40.png,q,exemplar_display,56,74982,dense_left,p,4,False,59,6.0,6.0
sub_04,dense_left,839.0999999977648,img/object-9_120-levels_1D/object9F0Level49F1Level40.png,q,exemplar_display,58,77485,dense_left,p,4,False,49,-10.0,10.0
sub_04,dense_left,760.0999999977648,img/object-9_120-levels_1D/object9F0Level43F1Level40.png,q,exemplar_display,60,79988,dense_left,p,4,False,43,-6.0,6.0
sub_04,dense_left,888.1000000014901,img/object-9_120-levels_1D/object9F0Level31F1Level40.png,q,exemplar_display,62,82492,dense_left,p,4,False,31,-12.0,12.0
sub_04,dense_left,859.5,img/object-9_120-levels_1D/object9F0Level39F1Level40.png,q,exemplar_display,64,85000,dense_left,p,4,False,39,8.0,8.0
sub_04,dense_left,732.6999999992549,img/object-9_120-levels_1D/object9F0Level35F1Level40.png,q,exemplar_display,66,87504,dense_left,p,4,False,35,-4.0,4.0
sub_04,dense_left,884.9000000022352,img/object-9_120-levels_1D/object9F0Level57F1Level40.png,p,exemplar_display,68,90008,dense_left,p,4,True,57,22.0,22.0
sub_04,dense_left,1222.6000000014901,img/object-9_120-levels_1D/object9F0Level55F1Level40.png,q,exemplar_display,70,92526,dense_left,p,4,False,55,-2.0,2.0
sub_04,dense_left,1159.1000000014901,img/object-9_120-levels_1D/object9F0Level55F1Level40.png,q,exemplar_display,72,95029,dense_left,q,4,True,55,0.0,0.0
sub_04,dense_left,879.3999999985099,img/object-9_120-levels_1D/object9F0Level67F1Level40.png,p,exemplar_display,74,97533,dense_left,p,4,True,67,12.0,12.0
sub_04,dense_left,1240.5999999977648,img/object-9_120-levels_1D/object9F0Level59F1Level40.png,q,exemplar_display,76,100036,dense_left,p,4,False,59,-8.0,8.0
sub_04,dense_left,1097.199999999255,img/object-9_120-levels_1D/object9F0Level59F1Level40.png,q,exemplar_display,78,102539,dense_left,q,4,True,59,0.0,0.0
sub_04,dense_left,795.0,img/object-9_120-levels_1D/object9F0Level53F1Level40.png,q,exemplar_display,80,105049,dense_left,p,4,False,53,-6.0,6.0
sub_04,dense_left,1051.8999999985099,img/object-9_120-levels_1D/object9F0Level45F1Level40.png,q,exemplar_display,82,107552,dense_left,p,4,False,45,-8.0,8.0
sub_04,dense_left,1844.4000000022352,img/object-9_120-levels_1D/object9F0Level63F1Level40.png,p,exemplar_display,84,110055,dense_left,p,4,True,63,18.0,18.0
sub_04,dense_left,2928.2999999970198,img/object-9_120-levels_1D/object9F0Level63F1Level40.png,q,exemplar_display,2,5586,dense_left,q,5,,63,0.0,0.0
sub_04,dense_left,1472.5,img/object-9_120-levels_1D/object9F0Level35F1Level40.png,p,exemplar_display,4,8105,dense_left,p,5,True,35,-28.0,28.0
sub_04,dense_left,,img/object-9_120-levels_1D/object9F0Level35F1Level40.png,,exemplar_display,6,11645,dense_left,q,5,False,35,0.0,0.0
sub_04,dense_left,1916.699999999255,img/object-9_120-levels_1D/object9F0Level35F1Level40.png,p,exemplar_display,8,14170,dense_left,q,5,False,35,0.0,0.0
sub_04,dense_left,1818.8999999985099,img/object-9_120-levels_1D/object9F0Level55F1Level40.png,q,exemplar_display,10,16705,dense_left,p,5,False,55,20.0,20.0
sub_04,dense_left,606.7999999970198,img/object-9_120-levels_1D/object9F0Level51F1Level40.png,q,exemplar_display,12,19235,dense_left,p,5,False,51,-4.0,4.0
sub_04,dense_left,574.6999999992549,img/object-9_120-levels_1D/object9F0Level47F1Level40.png,q,exemplar_display,14,21765,dense_left,p,5,False,47,-4.0,4.0
sub_04,dense_left,789.1000000014901,img/object-9_120-levels_1D/object9F0Level39F1Level40.png,q,exemplar_display,16,24285,dense_left,p,5,False,39,-8.0,8.0
sub_04,dense_left,872.1999999992549,img/object-9_120-levels_1D/object9F0Level41F1Level40.png,q,exemplar_display,18,26816,dense_left,p,5,False,41,2.0,2.0
sub_04,dense_left,1008.7999999970198,img/object-9_120-levels_1D/object9F0Level61F1Level40.png,p,exemplar_display,20,29356,dense_left,p,5,True,61,20.0,20.0
sub_04,dense_left,1580.0,img/object-9_120-levels_1D/object9F0Level43F1Level40.png,q,exemplar_display,22,31870,dense_left,p,5,False,43,-18.0,18.0
sub_04,dense_left,965.3999999985099,img/object-9_120-levels_1D/object9F0Level69F1Level40.png,p,exemplar_display,24,34377,dense_left,p,5,True,69,26.0,26.0
sub_04,dense_left,2000.7999999970198,img/object-9_120-levels_1D/object9F0Level59F1Level40.png,p,exemplar_display,26,36881,dense_left,p,5,True,59,-10.0,10.0
